Id	EssaySet	Score1	Score2	EssayText
26091	10	0	0	white becaus it could get dirti or someth .
26092	10	1	1	black i chose black so the insid of the doghous can be warm at about 53 deg c and wont get cold over the time the dog is outsid
26093	10	1	1	white well the color white make it so that insid of the doghous would be more cooler becaus the sun reflect off white and it wont be as hot insid the doghous .
26094	10	1	0	white i chose white becaus the darker color absorb more heat energi that the lighter color
26095	10	2	2	black i believ that the best color for the dog hous would be black especi in the winter becaus it will keep the insid of the doghous warm becaus the darker the color of the object the greater increas in air temperatur insid the object accord to the data tabl in hot lamp so the darker the color the warmer the hous or object .
26096	10	2	2	white accord to the result the lighter the color the colder the temperatur is . sinc white had less heat thei would want to paint the doghous white .
26097	10	2	1	black if the doghous is black then it will be warmer . i know thi becaus the jar with the black lid had an averag temperatur of 53 deg c
26098	10	2	2	white the color white would keep the doghous the c coolest temperatur . on averag the color black is 53 deg c dark grei is 48 deg c light grei is 45 deg c and white is 42 deg c .
26099	10	1	1	black thi color will keep the insid of the dog hous warm dure winter becaus dark color absorb more heat energi .
26100	10	0	1	light grai light grai might affect the the doghous by keep the insid colder for the dog .
26101	10	2	2	white by paint the doghous white the insid of the doghous will be cool accord to the result of the experi . the data show that when the lid wa black the air temperatur wa warmest and when the lid wa white the air temperatur wa coolest . therefor paint the doghous white would creat a more comfort temperatur for the dog .
26102	10	1	1	light grai becaus light grai is in between hot and cold so the doghous wont be to hot for him to stai in or too cold for the dog to stai in black be hottest and white be coolest
26103	10	1	1	black black will mack it hot in the doghous becaus the lap is hide black and black attack heat
26104	10	0	0	light grai light grai would be a great color fora doghous . although it can still caus an affect . the light grai color can caus the doghous to not have the right temperatur insid . the result would be that if the color wa light grai is would be about a good temperatur insid the doghous . like in trial 1 in the jar the temperatur wa 44 in trial 2 the temp . wa 45 trial 3 it wa 46 as the temperatur . the averag wa 45 so with that said the light grai color is good enough becaus the averag temp . is not as bad and it wouldnt be so dark insid .
26105	10	2	2	white white . it is the color of all the other in the experi with the lowest averag temperatur rise of 18 deg c . in the experi the start temperatur of wa 24 deg c and after ten minut under a lamp the air insid the jar increas by 18 deg c . total of 42 deg c . if black wa chosen to beth doghous color it will not be suitabl for the doghous becaus the averag temperatur rise would be too high .
26106	10	2	1	black the darker the lid color the greater the increas in air temperatur
26107	10	0	1	black the wood will be hot
26108	10	1	2	white white would beth best becaus then the dog wouldnt be so hot the white had the least heat the whole time so it wouldnt get as hot as black dark grei or light grai .
26109	10	1	1	white the white paint would keep the insid of the doghous cool in the sun becaus it reflect the most energi therefor have the lowest intern temperatur .
26110	10	2	2	white white would beth best paint color for the doghous . in the experi the temperatur in the jar for the white lid averag 42 deg c . the black lid jar averag a temperatur of about 53 deg c . the dark grai lid jar averag 48 deg c and the light grai lid jar averag 45 deg c . the white lid jar wa the coolest out of the four .
26111	10	1	1	black it will be warmer insid of the doghous .
26112	10	2	2	dark grai the best paint color for the doghous would be dark grai . in the experi of the glass jar it had an averag of 48 deg c and wa the second highest temperatur . the highest temperatur wa the black lid with 53 deg c . the differ of the highest temperatur and second highest temperatur wa the 5 deg c . if us the dark grai paint color it would still absorb energi to keep the dog warm but yet be a bit cool for them too .
26113	10	2	2	white white becaus it will keep the doghous at a cool temperatur about 42 deg c in the summer when the dog is outsid and need a rest .
26114	10	1	1	black thi color would affect the doghous becaus the black would absorb energi from the sun and make the insid of the dog hous hotter then the rest of the color
26115	10	1	1	light grai with alight grai doghous the temperatur insid the hous would be cool in the summer but warm enough forth e dog in the winter . with thi balanc in temperatur you dont have to worri about the dog be uncomfort dure ani season .
26116	10	1	1	dark grai it didnt get ani hotter or cooler therefor it is the best paint color for the doghous becaus the dog would not be too cold nor too hot .
26117	10	1	1	light grai light grai is more as cooler than black or dark grai in the summer but black and dark grai will be warmer in the winter light grai or white . mean light grai is in the middl .
26118	10	1	1	white in the hot summer month the doghous wont get too hot .
26119	10	1	1	black the darker the color is the more hotter it is go to be in the insid and as in black what i pick it is go tow arm for the dog to sleep at night .
26120	10	0	0	light grai becaus it stai at a liveabl temp . of 45 degre .
26121	10	0	1	white if thei paint the doghous white then when the dog goe insid it wont be so hot in there for him to sit in there .
26122	10	2	2	dark grai the dark grai will keep the insid of the doghous warm enough in the winter and not to hot dure the summer . the dark grai wa an averag of 48 deg c which is not as hot as the black lid which wa an averag of 53 deg c and not as cold as the light grai which wa and averag of 45 deg c .
26123	10	0	1	black the color mai affect it by the temperatur of the air mayb cooler than the other color
26124	10	1	1	white the white color will attract less energi than the other thu make the doghous cooler
26125	10	0	0	white the color would affect the paint hous becaus . if it is a black color hous . it will be super dark . if it wa a white color hous it would be more lighter . dure nighttim
26126	10	1	1	light grai becaus you dont want the doghous to be to cool or to warm .
26127	10	0	1	white the color on the outsid will either heat up or cool down the doghous and sinc white wa still warm but not too hot so white is the best color for the doghous .
26128	10	0	0	black the color might affect the doghous by attract the heat to it
26129	10	1	1	light grai i would choos light grai becaus then the dog wont be too hot or too cold . thi is why i would choos light grai to paint the doghous .
26130	10	1	1	white thi color will sure make the doghous much cooler . i am not sure whether the question is ask which on will keep the dog cool or hot so i am choos white . thi color will keep the dog cool when it is hot and sunni . howev thi color will not keep the dog warm in the winter so i am not sure .
26131	10	0	0	white the color that might affect the doghous is the white becaus it wa the on that got less then the other three color
26132	10	2	2	light grai light grai would beth best choic becaus you dont want the doghous to cold but you dont want it to warm . and the averag temperatur for the light grai wa 45 deg c which is just right fora dog becaus you dont want your dog to get to hot . and the black wouldnt be a good color becaus darker color absorb more energi . and there wa an eight degre differ between the black lid and the light grei lid make the light grei lid the cooler better choic .
26133	10	2	2	white white is a good choic becaus it will absorb less heat . the experi show that white is the least absorb of heat so it will keep the doghous cooler .
26134	10	2	2	white brandi and jerri should paint the doghous white . thi is becaus white doesnt attract as much heat . i know thi becaus in the previou experi the averag temperatur for the white lid wa lowest at 42 degre celsiu . us white paint will caus the dog to not be too hot .
26135	10	1	1	dark grai dark grai will make the doghous a bit warmer . the data state that it is 48 deg c alwai .
26136	10	1	1	white white reflect more sun keep the dog cooler in the summer heat .
26137	10	1	1	light grai light grai wont absorb too much sun in which case heat the interior and it will absorb enough heat on cold dai to warm insid .
26138	10	2	2	dark grai i choos light grai becaus it had an averag temperatur of 45 which is right in the middl of temperatur and thee effect will be warm and cool at the same time . when you look at the tabl of the result from the experi you will see that light grai had an averag of 45 so that is perfect temperatur becaus it will not get too hot and it will not get too cold .
26139	10	2	2	white i think white would beth best color to paint the doghous . i sai thi becaus white absorb less energi make the doghous cooler . in the experi the white on averag wa 42 deg c and that wa the coolest temperatur . the warmest temperatur of the air insid the jar wa the black with 53 deg c . fora dog insid a doghous i think it shouldnt be hot for the dog that s why i chose the color that made the doghous the coolest .
26140	10	1	1	black the black wood paint would effect the temperatur more becaus the darker a color the more energi in attract . so the black on would be hotter than the white on .
26141	10	0	0	light grai if the color ar light grai than the dog hous the doghous will be cooler begun of the grai and it also be warm cut it light . . .
26142	10	2	2	white the doghous will not be to hot . the temperatur will rise but it will not rise a lot it will stai in cool for summer and thei wouldnt have to worri about the doghous get to hot . white is the on that stai the coolest and the heat didnt rise a lot it stai about the same temperatur the whole time .
26143	10	2	2	black in my opinion brandi and jerri would want to paint the doghous dark grai becaus it had an averag temperatur of 48 deg c which is the second hottest temperatur out of the four lid color . i think dark grai would beth logic color to paint a doghous becaus dure harsh weather it will keep the dog warm but dure the summer it wont be to uncomfort hot like black mayb .
26144	10	1	1	black thi color would help keep the insid of the doghous warm becaus the data ha prove thi . thi would help dure winter .
26145	10	1	1	white usual a doghous is onli us in the summer soto keep the dog a littl less cooler thei should us a white paint . by i learn that all the color bounc off white and go somewher els along with their heat . but black ha all the color so it absorb all color and their heat . so white would be best in the tabl it show that the averag tempt ar fora white hous is 42 deg c . the averag temp futur for light grai is 45 deg c the averag temp . for dark grai is 48 deg c and black averag temp . is 53 deg c . that an 11 deg c differ . white could be veri import .
26146	10	1	1	white the color would affect the doghous becaus the lighter the color is the cooler the hous would get . if the doghous wa black then the doghous would be too hot .
26147	10	1	1	white the color will heat up the doghous to about 42 deg c in 10 minut . thi is the best color to choos becaus the black heat up to 53 deg c in 10 minut . therefor the temperatur oft he white jar wa 9 deg c lower than the black jar make the white cooler .
26148	10	1	1	light grai the doghous should be light grai becaus that wai the air temperatur isnt to hot or to cold it just about in the middl .
26149	10	1	2	white the color would affect the temperatur insid the doghous . the black would make the temperatur insid the greatest then the dark grei then the light grei then final the white would have the lowest temperatur just like the lid color . for the lid color black had an averag of 53 deg c the dark grei had an averag of 48 deg c the light grei would have an averag of 45 deg c and the white had an averag of 42 deg c so the temperatur for the doghous would be close or be to the same as the temperatur of the jar .
26150	10	2	2	white choos the lightest shade white is the best color to paint a doghous becaus in order to creat an environ most comfort for the dog year round the doghous must be capabl of stai cool all summer . paint the hous white will ensur that it stai as cool as it can over summer thu make it the most comfort for the dog . the white hous will remain coolest becaus as accord to the data collect the averag temperatur will be apron . 42 deg c while for the other color thei reach much greater temperatur 45 deg grai 48 deg grai 53 deg black . the white color wa 11 deg cooler than the darkest color black thu make it the best color to paint a doghous .
26151	10	0	0	dark grai keep it cooler
26152	10	2	2	light grai alight grai color could give you less heat in the summer but dure the winter when the the sun is out you could get some warmth . sinc in the experi the black lid would get the most heat you wouldnt want a dog to get to hot but also not to cold .
26153	10	0	0	black caus he might not want to sleep in the doghous caus of the color of it and it might also mess the dog ey up tot hat could also be it in thi experi
26154	10	1	1	black it would make it realli hot insid the doghous becaus the color black attract more heat as pose to color that ar veri bright like white or light grai or light green even .
26155	10	1	1	black paint the doghous black might affect it by attract all the heat to it and might caus the dog to have a heat stroke while is lai insid .
26156	10	0	0	black black becaus black goe with everyth
26157	10	2	2	white thi is the best paint color for the dog hous becaus in the experi it prove that the white materi absorb the least amount of heat therefor make the temp . in the jar the least
26158	10	2	1	white i would choos white becaus it is on of the lightest color . also in the experi it wa proven that white stai the coldest after 10 minut . therefor in the sun it should stai fairli cold fro the anim live in it .
26159	10	1	1	black the doghous should be paint black becaus black absorb heat . learn thin when the data tabl show that the averag temperatur for black wa 53 deg c . when the dog out at night you would most like want it to stai warm .
26160	10	1	1	white becaus in the summer the doghous count get overh becaus the averag for the white lid in the hot lamp experi wa 42 deg c and the black wa 53 deg c .
26161	10	2	2	light grai the color chosen will affect the insid of the doghous becaus the color is a factor for the amount of air temperatur it attract . from the experi black attract the most heat or air temperatur with an averag of 53 deg c and dark grai had an averag of 48 deg c light grai had 45 deg c and the color white with 42 deg c on averag . base on these result i think light grai is the best paint color fora doghous sinc it still attract a certain amount of heat fewer than darker color but from the averag air temperatur in the glass jar from the experi the air insid the doghous would be more withstand abl than that of black paint or dark grai which would attract even more heat . therefor light grai color paint would beth better option fora doghous .
26162	10	0	0	black ha the most averag .
26163	10	2	2	black i think thei should us a black for the doghous becaus sinc we live ina gener cold area and the black paint would help keep the dog warm at night with the averag temp of the air when the area is black is 53 deg c
26164	10	1	1	light grai light grai would keep the doghous a bit warmer without make it too hot like the black and dark grai would .
26165	10	1	1	dark grai dark grei is best becaus in the winter the doghous will absorb heat . also in the summer the doghous will not absorb be too much heat . like if it wa black .
26166	10	1	1	light grai it make the doghous a littl cool but not too hot becaus on hot dai it should be cool for the dog togo in there and rest . on colder dai the dog should be abl togo in there and still be a littl warm .
26167	10	0	0	black it would attack heat or georg frame the sun
26168	10	0	0	dark grai it will becom light in there becaus if you have dark grai it will infect the color from the outsid
26169	10	1	1	light grai the hous wouldnt get to hot for the dog and it wouldnt be too cold it would be in the middl
26170	10	0	0	white .
26171	10	2	2	black i think black would beth best color for the doghous . it will attract more heat insid the doghous than ani other color becaus in the experi with the jar the black lid jar had the warmest insid temperatur . thi black doghous will heat up the insid of the doghous for when it is cold out . when it is warm outsid and the dog get hot it can sleep outsid .
26172	10	1	1	dark grai it had a steadi temperatur and for outsid it wouldnt be too hot or too cold if the roof wa paint dark grai .
26173	10	2	2	white if the doghous wa white the insid of that doghous would keep the temperatur insid cool becaus like in the experi the color white onli got an averag of 42 deg c . unlik the color black which got an averag temperatur of 53 deg c .
26174	10	0	1	white less heat will be attract to it .
26175	10	0	0	dark grai
26176	10	1	1	light grai it will be warm fora dog that is meant to be outsid and cool dure summer
26177	10	2	2	white i have chose the color white becaus it had the least highest temperatur . in the data from the previou experi the white lid had an averag temperatur of 42 deg make it the least hottest .
26178	10	2	2	white white would make doghous cooler i know thi becaus when the lid color wa white the averag wa 42 deg c compar to the averag for black with the averag is 53 deg c .
26179	10	2	2	black black would beth best color becaus it would keep the hous warmer . in the experi black produc the highest temperatur insid the jar 53 deg c
26180	10	2	2	light grai it would absorb a littl amount of heat fort he summertim when it hot . but becaus it also kind of dark it would keep some heat in for the winter . i know thi becaus the black lid absorb the most heat and the white lid absorb the least heat .
26181	10	0	1	white becaus it reflex the light
26182	10	2	2	black black would kept the doghous the warmest becaus of the averag of all the other were black 53 dark grai 48 light grei 45 and white 42
26183	10	1	1	black the doghous would be to hot sinc darker color absorb more energi .
26184	10	0	0	black that color would affect the doghous becaus it would be too dark in the insid and dog dont have ey color so it would be hard for the dog to see . it also take wai longer to dry then the other color the other color dri in the 40 s but the black color dri in the 50 i would not recommend them to color it black
26185	10	1	1	light grai in the summer it will not absorb much heat keep the dog cool yet in the winter it will still contain a decent amount of heat keep the dog at least fairli warm .
26186	10	1	1	black the color would affect the doghous becaus the dark will help the dog go to sleep better dure the dai . also it will affect it becaus the darker the color the greater the increas in air temperatur in the doghous . it will also affect it becaus the darker color absorb more energi .
26187	10	2	2	black black is the best color for the doghous in order to keep the do hous warm . brandi and jerri s data show that the darker the lid orin thi case doghous the darker the color the more increas in air temperatur . which in the lid experi the data show that black on averag had the highest data of 53 deg c while other like dark grai and light grai had averag of 48 deg and 45 deg c .
26188	10	2	2	dark grai the dark grai will affect the temperatur of the doghous just enough that the anim that s live in it wont freez or overheat becaus the dark grai color in the experi didnt collect as much heat in the experi as the black so it wont overheat the the anim and it collect more heat than white or light grai so the opposit effect wont take place .
26189	10	1	1	light grai light grai would keep the temperatur in the summer down so the dog wont overheat . black dark grai would be to hot in the summer the dog would overheat white would be to cold in the winter and summer the dog would freez . that is why light grai would be perfect for the doghous color .
26190	10	2	2	white i would choos white becaus it would make the insid of the doghous cooler than a dark color so the dog wouldnt have to be super hot in the sun . the averag temperatur for white wa 42 deg after ten minut and it wa 53 deg for black show that black make it hotter insid .
26191	10	2	2	light grai light grai will affect the doghous by keep it cooler than it would with black paint but warmer than it would with white . in warmer temperatur the paint will not absorb as much sunlight so therefor the insid of the doghous will not be as hot . the black paint had an averag temperatur of 53 deg c while the light grai had an averag temperatur of 45 deg c . that is a differ of 8 deg c . the light grai will keep the doghous cooler but it will also keep it a littl bit warmer than white paint . the white paint had an averag temperatur of 42 deg c . the light grai paint would keep the doghous 3 deg c warmer then the white paint but 8 deg c cooler than the black paint .
26192	10	0	0	white white will bring more light in the doghous becaus it is alight color and it attract light and it will bring more in
26193	10	2	2	black black becaus it well make the dog hous warmer and the result to the black cooler is sai it warmer .
26194	10	1	1	light grai the doghous would be cooler in the summer and not as cold in the winter the light grai lid wa cooler than the black lid which would make it better for us ina hot environ . the most comfort color vari with the kind of environ and i am assum thi is a rather warm environ .
26195	10	2	2	white the best answer would be white becaus white is alight color that wont absorb heat and dehydr the dog dure the summer . when brandi and jerri perform their experi thei found that when ajar had a black lid on it the temperatur insid the jar wa ana averag of 53 deg c . wherea when there wa a white lid on the jar thea averag temperatur wa 42 deg c . that is an 11 deg differ . there for the best choic would be to paint the doghous white .
26196	10	2	1	white how the white might affect the doghous is becaus it will be a lot cooler than the other dark color becaus the averag temperatur of the darker color ar more then white
26197	10	1	1	white it might not give it much light from the sun or ani heat becaus darker color attract more energi and light . just like with the jar and the lamp . the jar with a black lid had the highest averag therefor prove that darker color attract more energi .
26198	10	1	1	white paint the doghous white will reflect the sunlight make it cooler in there
26199	10	2	2	black well darker color absorb more heat than lighter energi so if you paint the doghous black than the insid of the doghous will be warmer than the insid of a white paint doghous . when brandi and jerri us a black lid dark color for the experi the result were in the low 50 s rang 52 54 deg c . but when thei us the white lid light color the result were in the low 40 s rang 41 43 deg c .
26200	10	1	1	light grai in the summer the doghous will not be hot
26201	10	0	0	dark grai the dark grai will affect the doghous becaus no matter what color the dog hous is the room will still be dark .
26202	10	1	1	dark grai the doghous will be warm dure winter sot hat the dog will warm and comfort
26203	10	2	1	white thi color will help the doghous cool becaus it is the color that remain the coolest dure the experi .
26204	10	1	0	light grai i would go with light grai becaus in the experi it wa at a good temperatur of 45 deg f black wa to hot at a temperatur of 53 deg f dark grai wa a littl to warm at a temperatur of 48 deg f and white wa a littl to cold at a temperatur of 42 deg f .
26205	10	2	2	black if brandi and jerri were to paint a doghous the color thei should choos is black becaus it the darkest color so it absorb the most thermal heat . my theori is correct becaus in brandi and jerri s hypothesi the darker the lid color the greater the increas is air temperatur in the glass jar becaus darker color absorb more energi .
26206	10	0	0	white us the color white to paint the doghous would make the doghous beth lowest increas in air temperatur then the other color . the doghous start at 24 degre for each trial . the doghous would be about 42 degre and i know that becaus the first trial wa 42 degre the second trial wa 43 degre and the third trial wa 41 degre . the averag temperatur is 42 degre so therefor white is the best color to us .
26207	10	1	1	white it would make the doghous cooler insid
26208	10	1	1	white if you paint the doghous white it will be c color insid than if you paint it black . sinc black absorb more energi it will get hotter faster than if it wa paint white .
26209	10	2	2	white thei should us white becaus in the other ex present white wa the coolest so if thei us white it will not get to hot in the doghous .
26210	10	2	2	light grai the color of the doghous should be light grai becaus it doesnt absorb as much energi as black and dark grai which had the temperatur of 53 deg c and 48 deg c in the experi so the dog wont feel veri hot either and sinc dog ar alwai jump around thei probabl alreadi ar hot enough . also if it doe get cold light grai will still absorb enough energi to keep the dog warm becaus it temperatur wa 48 deg c which is onli 2 deg c less than dark grai so i think light grai will beth best color for the doghous .
26211	10	0	0	black becaus the lighter on top put on the doghous is the white not the black becaus it a differ of nine .
26212	10	2	2	light grai the color white might affect the doghous becaus the air temperatur on the insid would be a lot cooler but not too cold and at the same time not too hot . when the lid color of the glass jar wa black the averag air temperatur wa 53 deg c after onli 10 minut when the start temperatur wa 24 deg c which i believ might be too hot fora dog live ina black doghous . when their wa a white lid the averag temperatur after the same amount of time and start at the same temperatur of 24 deg c wa 42 deg c which i believ would be too cold fora dog live ina white doghous . i believ the light grai lid air temperatur wa neither too hot nor too cold becaus after 10 minut and a start temperatur of also 24 deg c it averag air temperatur insid wa 45 deg c .
26213	10	1	1	white white is the best color for the doghous becaus lighter color absorb less energi which is shown on the data chart . it ha an averag temperatur of 41 deg c versu the black lid which ha an averag temperatur of 53 deg c .
26214	10	1	1	dark grai dark grei would be good becaus it wont get to hot or to cold for the dog becaus the averag temp for dark grei wa 4 8 deg c
26215	10	1	1	light grai it will cool and heat up the doghous
26216	10	1	1	white it will make it less hotter for the dog
26217	10	1	1	black if it wa color black it would make the dog hous hot .
26218	10	2	2	white white would make it cooler insid for the dog becaus it would reflect more heat instead of take it in . also it wa cooler insid becaus white averag wa the lowest 42 deg .
26219	10	2	1	white i think thei should paint the color white becaus white absorb less heat than black doe . becaus if black dark grai or light grai were to be paint on the doghous that would absorb more heat than white would .
26220	10	1	2	black if you paint the doghous black the insid of the doghous would be warmer than if you paint the doghous a lighter color such as light grei or white .
26221	10	1	1	white white paint will make the doghous less hot becaus it attract less energi from the sun .
26222	10	1	2	white white would beth best color to paint a doghous becaus the light color soak in less light than darker color . brandi and jerri s experi found that ajar with a black lid wa 53 deg c after ten minut but ajar with a white lid wa onli 42 deg c .
26223	10	0	0	white the doghous will be warm when the sun hit it but it wont be so hot and it will be closer to room temperatur forth e dog .
26224	10	2	2	black when the jar had a black lid the averag temperatur after 10 minut wa 53 deg when the lid wa white the averag temperatur wa 42 deg becaus the black lid made the jar warmer the doghous roof should be paint black to keep the insid of the doghous and the dog warmer .
26225	10	1	1	black now the doghous can be warm in the winter becaus dark color absorb more light and then the dog can just plai around in the yard in summer becaus everyon usual enjoi sun even dog .
26226	10	2	2	black by paint the doghous black the air insid the doghous will be warmer than if the doghous wa anoth color . in the experi the air from the jar with the black color lid wa 53 deg which is 2 deg higher than the dark grei lid 8 deg higher than the light grei lid and 11 deg higher than the white lid air temperatur . thi show that the black paint would make the doghous warmer than the other color paint would make it .
26227	10	2	2	white it would make it less hot by have white becaus white is alight color and doe not conduct that much heat as have bin shown by brandi and jerri the result were that white had the lowest averag at 42 deg c
26228	10	1	2	black i choos the color black becaus it keep in more light and it ha hotter temperatur . all the other had lower temperatur and the black wa the highest temperatur .
26229	10	1	1	dark grai dark grai mai attract more heat to the dog hous but no as much as black .
26230	10	2	2	dark grai the best color for the doghous is dark grai becaus it wont be so dark that it will overheat the insid of the doghous and it will also retain it temperatur longer throughout the night . the dark grei averag temperatur after 10 minut wa 48 deg . that is better than the 53 deg averag for the black and the 45 deg averag for light grai becaus it will not be wai too warm but it will retain it heat .
26231	10	1	1	black the color black would effect the insid of the doghous becaus darker color absorb more heat keep the dog warm . as in the experi while the black lid wa over the thermomet and the light wa 5 centimet awai the temperatur on the thermomet increas by 29 deg c .
26232	10	1	1	dark grai doghous will not to hot or cold in summer and winter
26233	10	1	1	light grai light grai would work best becaus then insid the doghous it would still be warmer than outsid but when it wa hot outsid it would not be too much hotter insid oppos to if the dog hous wa paint black .
26234	10	2	2	black with the color black as the doghous the insid temperatur will be much hotter than the temperatur of the other color becaus the averag temperatur for black on the experi wa 53 deg c for dark grai av . temp . wa 48 deg c for light grai it wa 45 deg c av . temp . and for the white lid the av . temp . wa 42 deg c . control variabl temp . in jar befor start ex . respond air temp . insid jar after 10 min . under lamp manipul lid color
26235	10	1	1	black the black color absorb more energi so when it cold outsid the insid can heat up by the sun
26236	10	1	1	black if the doghous is black it will increas the temperatur of the air insid the doghous make it warmer insid it .
26237	10	1	1	light grai it will keep it not to hot and not to cold be hous of the color that it not to dark and not to light so it will keep it ic and cool not to hot or not to cold
26238	10	2	2	white the reason thei should pick white is becaus it will cool down the temperatur in the doghous the reason i know that is in the data thei did for the experi it tell you that white is cooler than the rest of the color
26239	10	1	2	black if a doghous wa paint black then the dog hous would stai warmer insid becaus the experi show that the air temperatur ina glass jar with a black lid on it had the warmest air te matur of 53 54 and 52 .
26240	10	2	2	white thi color will keep the doghous rather cool that wai the dog will not overheat itself . in the experi lighter color absorb less light and were cooler in temperatur .
26241	10	2	2	light grai the light grai color might affect the insid of the doghous becaus if it isnt to dark or to light the insid wont be to hot or to cold . thi is becaus dark color absorb more energi and light color reflect energi . the light grai wa about in the middl with 45 deg c so i thought it wa the best choic for the dog .
26242	10	2	2	white white will beth best color for the doghous becaus the white lid kept the jar coolest mean that white paint will keep the doghous coolest becaus it reflect more energi than ani oft he other color . the white lid kept the jar an averag of three degre calcium cooler than ani other color .
26243	10	1	1	white if brandi and jerri dont want the dog to get to hot then thei would want to pick white becaus it doe not increas the air temperatur as much as black
26244	10	2	2	black i think black would be best to us for the doghous becaus on winter night when it get cold out the black color of the doghous will keep it warmer . sinc darker color absorb more energi than lighter color . black wa 53 deg c after 10 minut while white wa 42 deg c that is a chang of 11 deg c warmer then the other .
26245	10	1	1	dark grai thi color will keep the doghous warm sinc it will probabl be outsid and it wont be to hot either .
26246	10	2	2	dark grai the dark grei would keep the doghous warm but not too hot . thi is shown in the experi when dark grei wa these cold warmest color .
26247	10	0	0	dark grai the color of the doghous will hang the air pressur insid
26248	10	2	2	dark grai i believ that dark grai would beth best paint color for the doghous . although the temperatur insid the do hous would be warmer it would not be super warm and make the dog overheat . also the air wouldnt be too cold that the dog would freez at night when he sleep in it . consid that dark grai had an averag of 48 deg insid it appear perfect compar to the white with an averag of 42 deg and the black with an averag of 53 deg .
26249	10	0	0	dark grai dark grai would be best to build a doghous becaus it the temperatur stai the same everi singl time which mean if it cold the temperatur stai the same . if it hot the temperatur stai the same and doesnt get to hot .
26250	10	2	2	white white would caus the insid of the doghous to not be so hot on the insid so the dog can stai cooler becaus with the white lid the insid of the jar wa the coldest out of all the other jar .
26251	10	1	1	dark grai the temperatur insid the doghous will be warm .
26252	10	2	2	white thei should us the white color becaus white doesnt heat up as fast . after 10 minut white temperatur wa 42 deg while black wa 53 deg . that is an 11 deg differ . so the doghous will stai cooler if the doghous is paint white .
26253	10	2	2	white the color white is best for the doghous becaus the experi wa on the effect of differ lid color on the air t temperatur insid a class jar so look at the chart the color white had an averag of 42 deg c which mean that the increas of air wa cooler . so the color white will affect the doghous by the increas of air flow and be cooler then ani other color .
26254	10	2	2	white the white doghous would not attract as much heat as the darker color so if thei want to keep their dog at a cool temperatur then thei should go with the white color . the averag temperatur for the black color jar is 53 deg c . the averag temperatur for the white color jar is 42 deg c . the black live jar is 11 deg c higher than the white live jar .
26255	10	0	0	black it will usual alwai be 53 deg c in the doghous becaus that is the averag temperatur .
26256	10	1	1	light grai the temperatur of the doghous with alight grai paint coat on it would make the doghous warm but not cold or hot of a temperatur of around 45 deg celsiu .
26257	10	0	0	light grai the dog will might sleep on the doghous .
26258	10	2	2	white the white attract the least heat than ani of the other color . the white low data for white wa 41 deg and the high data wa 43 deg .
26259	10	2	2	white the white would keep the doghous nice and c fool in the experi white attract the least heat . exampl the averag heat wa 42 for the white and 53 for the black .
26260	10	2	2	white paint a doghous white will keep it cooler than other color . in the experi white had an averag temp of 42 deg c while black had a 53 deg c averag
26261	10	2	2	white white would beth best color to paint the dog hous . in the experi white didnt absorb that much heat stai at a temperatur of around 42 deg . thi would mean that the dog hous would stai a cool temperatur for the dog .
26262	10	2	2	white the white paint will beth coolest paint choic for the doghous . in the data brandi and jerri collect white had the lowest temperatur averag of 42 deg c . the next coolest wa light grei with an averag of 45 deg c dark grei with an averag of 48 deg c and the hottest wa black with an averag of 53 deg c . therefor white paint will make the doghous the coolest .
26263	10	1	1	black sinc black absorb more light than the dark grai light grai and white it will make the doghous warmer . thi will help becaus in the winter when he need the doghous the most it will keep him warm when he is insid of it .
26264	10	2	2	white white would beth best paint color for the dog hous becaus on a hot dai the dog wont get as hot . thi is becaus from the result it wa that white paint got as high as 43 and black got as hot as 54
26265	10	1	1	light grai light grai would affect the doghous by keep it slightli warmer in the winter and cool in the summer .
26266	10	2	2	white it would keep the doghous cooler especi in summer month when there ar high temperatur outsid ex in the experi the averag temperatur of white wa 42 deg the coolest temperatur of them all . thi would allow the dog to get to a cooler place to avoid overh .
26267	10	2	2	white if the doghous is white then it will be cooler . sinc the white lid made the insid of the jar 42 deg c and the black lid made the insid of the jar 53 deg c then we know that white will make the doghous cooler .
26268	10	1	1	black by make the doghous black it would abov heat energi that will make the doghous warmer than if it wa a lighter color .
26269	10	2	2	white white would affect the doghous by make it cooler and not so hot . thi is becaus in the experi the black absorb the heat so it would be hotter so make it white accord to the data will make the doghous cooler
26270	10	0	0	white white would make it more comfort for the dog and it would be warmer than black becaus the black absorb more energi than light color .
26271	10	1	1	white if the doghous wa paint white then thea ir temperatur insid wouldnt chang veri much . it would be cooler .
26272	10	2	2	black the insid of the doghous would most like beth hottest becaus the black absorb the sunlight therefor it would becom hot on the insid . result from the experi ar that the black lid had a high of 54 degre calcium and that is higher than the rest of the color .
26273	10	1	1	dark grai accord to the result that thei got thi c color remain constant thought all 4 trial . thi mean that if thei us thi to color the doghous the dog wont get to hot or too cold but it will remain a averag temperatur of 48 deg
26274	10	0	0	white decreas the te matur
26275	10	2	2	white white will keep the doghous cooler insid be case white attract less energi than black dark grei and light grei . the white wa the lowest averag temp at a 42 deg c
26276	10	1	2	white if thei paint it white then the doghous wont absorb much heat . in the experi the averag temperatur ina white lid jar wa 42 deg c
26277	10	0	0	light grai the dog might not be abl to see it in the night .
